2020-01-24 22:35:19.886910
"City Name:  hermanus, City Number:  3366880"
"City Name:  ewo, City Number:  2260009"
"City Name:  bandarbeyla, City Number:  64814"
"City Name:  ucluelet, City Number:  6171633"
"City Name:  okhotsk, City Number:  2122605"
"City Name:  phalodi, City Number:  1259813"
"City Name:  busselton, City Number:  2075265"
"City Name:  wexford, City Number:  2960964"
"City Name:  terney, City Number:  2015352"
"City Name:  east london, City Number:  1006984"
"City Name:  yellowknife, City Number:  6185377"
"City Name:  chokurdakh, City Number:  2126123"
"City Name:  namibe, City Number:  3347019"
"City Name:  dickson, City Number:  4618057"
"City Name:  skibbereen, City Number:  2961459"
"City Name:  qaanaaq, City Number:  3831208"
"City Name:  cape town, City Number:  3369157"
"City Name:  upernavik, City Number:  3418910"
"City Name:  bodaybo, City Number:  2026583"
"City Name:  amga, City Number:  2027786"
"City Name:  mehtar lam, City Number:  1133574"
"City Name:  sambava, City Number:  1056899"
"City Name:  yenagoa, City Number:  2318123"
"City Name:  saint-philippe, City Number:  935215"
"City Name:  hilo, City Number:  5855927"
"City Name:  mbouda, City Number:  2227613"
"City Name:  nanortalik, City Number:  3421765"
"City Name:  progreso, City Number:  3521108"
"City Name:  beni mazar, City Number:  359212"
"City Name:  homer, City Number:  5864145"
"City Name:  mataura, City Number:  6201424"
"City Name:  beaverlodge, City Number:  5896969"
"City Name:  zonguldak, City Number:  737021"
"City Name:  airai, City Number:  1651810"
"City Name:  aykhal, City Number:  2027296"
"City Name:  esperance, City Number:  2071860"
"City Name:  grand gaube, City Number:  934479"
"City Name:  kupang, City Number:  2057087"
City not found
City not found
"City Name:  guerrero negro, City Number:  4021858"
"City Name:  chuy, City Number:  3443061"
"City Name:  dunedin, City Number:  2191562"
City not found
"City Name:  zmeinogorsk, City Number:  1485042"
"City Name:  sao joao da barra, City Number:  3448903"
"City Name:  fortuna, City Number:  5563839"
"City Name:  ambilobe, City Number:  1082243"
"City Name:  vila velha, City Number:  3445026"
"City Name:  kaitangata, City Number:  2208248"
"City Name:  mount isa, City Number:  2065594"
"City Name:  sibolga, City Number:  1213855"
"City Name:  rayong, City Number:  1607016"
"City Name:  lagoa, City Number:  3372964"
City not found
"City Name:  krasnoselkup, City Number:  1502073"
"City Name:  waingapu, City Number:  1622318"
"City Name:  terrasini, City Number:  2522952"
City not found
"City Name:  henties bay, City Number:  3356832"
"City Name:  taoudenni, City Number:  2450173"
City not found
"City Name:  khash, City Number:  1160571"
"City Name:  port lavaca, City Number:  4720067"
"City Name:  tuatapere, City Number:  2180815"
City not found
"City Name:  tasiilaq, City Number:  3424607"
"City Name:  antsohihy, City Number:  1068971"
"City Name:  maniitsoq, City Number:  3421982"
City not found
"City Name:  avarua, City Number:  4035715"
"City Name:  forbes, City Number:  2166368"
"City Name:  mandera, City Number:  187896"
City not found
"City Name:  bredasdorp, City Number:  1015776"
"City Name:  narsaq, City Number:  3421719"
"City Name:  bardiyah, City Number:  80509"
"City Name:  thompson, City Number:  6165406"
"City Name:  vardo, City Number:  777019"
"City Name:  saint-augustin, City Number:  6137462"
"City Name:  hoquiam, City Number:  5797693"
"City Name:  rabo de peixe, City Number:  3372745"
"City Name:  tianpeng, City Number:  1792916"
"City Name:  kamenka, City Number:  553766"
"City Name:  sorland, City Number:  3137469"
"City Name:  yuty, City Number:  3436547"
"City Name:  labuhan, City Number:  8079926"
City not found
City not found
City not found
"City Name:  honiara, City Number:  2108502"
"City Name:  fez, City Number:  2548885"
"City Name:  port alfred, City Number:  964432"
"City Name:  fairbanks, City Number:  5861897"
"City Name:  ust-charyshskaya pristan, City Number:  1488235"
"City Name:  obo, City Number:  236950"
"City Name:  hithadhoo, City Number:  1282256"
"City Name:  jackson, City Number:  5733351"
"City Name:  hamilton, City Number:  4513583"
"City Name:  carutapera, City Number:  3402648"
"City Name:  mar del plata, City Number:  3430863"
"City Name:  nyurba, City Number:  2018735"
"City Name:  huarmey, City Number:  3939168"
"City Name:  gari, City Number:  1506676"
"City Name:  charlestown, City Number:  2171766"
"City Name:  kristiansand, City Number:  3149318"
"City Name:  halifax, City Number:  6324729"
"City Name:  coihaique, City Number:  3894426"
City not found
City not found
"City Name:  saint-francois, City Number:  2980080"
"City Name:  hasaki, City Number:  2112802"
"City Name:  verkhnyaya sinyachikha, City Number:  1487272"
"City Name:  kamyshlov, City Number:  1504769"
"City Name:  bosaso, City Number:  64013"
"City Name:  khatanga, City Number:  2022572"
"City Name:  souillac, City Number:  933995"
"City Name:  luderitz, City Number:  3355672"
"City Name:  pacific grove, City Number:  5380437"
"City Name:  cap malheureux, City Number:  934649"
"City Name:  wajima, City Number:  1848976"
"City Name:  grand-lahou, City Number:  2288105"
"City Name:  sur, City Number:  286245"
"City Name:  alofi, City Number:  4036284"
"City Name:  vao, City Number:  2137773"
"City Name:  north platte, City Number:  5697939"
City not found
"City Name:  kavaratti, City Number:  1267390"
City not found
"City Name:  ozernovskiy, City Number:  2122293"
"City Name:  mandalgovi, City Number:  2030065"
"City Name:  lakselv, City Number:  779082"
"City Name:  axim, City Number:  2303611"
City not found
"City Name:  port hardy, City Number:  6111862"
"City Name:  kasongo, City Number:  213940"
"City Name:  tashtyp, City Number:  1490036"
"City Name:  calama, City Number:  3897347"
"City Name:  nova olimpia, City Number:  3456137"
City not found
"City Name:  saskylakh, City Number:  2017155"
"City Name:  ponta delgada, City Number:  3372783"
"City Name:  benguela, City Number:  3351663"
"City Name:  sao miguel do araguaia, City Number:  3448455"
"City Name:  ostrovnoy, City Number:  556268"
"City Name:  nihtaur, City Number:  1261415"
"City Name:  muncar, City Number:  1634718"
"City Name:  kodiak, City Number:  5866583"
"City Name:  bambous virieux, City Number:  1106677"
"City Name:  biltine, City Number:  244878"
"City Name:  carnarvon, City Number:  2074865"
"City Name:  thinadhoo, City Number:  1337610"
"City Name:  kirakira, City Number:  2178753"
"City Name:  pangnirtung, City Number:  6096551"
"City Name:  grindavik, City Number:  3416888"
"City Name:  boa vista, City Number:  3664980"
"City Name:  beawar, City Number:  1276634"
"City Name:  synya, City Number:  485215"
"City Name:  dalmeny, City Number:  5934709"
City not found
"City Name:  taybad, City Number:  1159384"
"City Name:  baykit, City Number:  1510689"
"City Name:  san patricio, City Number:  3985168"
"City Name:  ilulissat, City Number:  3423146"
"City Name:  lahij, City Number:  6201197"
"City Name:  sarkand, City Number:  1519691"
"City Name:  curillo, City Number:  3733861"
"City Name:  batemans bay, City Number:  2176639"
"City Name:  mamallapuram, City Number:  1263997"
"City Name:  enugu, City Number:  2343279"
"City Name:  provideniya, City Number:  4031574"
City not found
"City Name:  cockburn town, City Number:  3576994"
City not found
"City Name:  mastic beach, City Number:  5126209"
"City Name:  san quintin, City Number:  3984997"
"City Name:  marsh harbour, City Number:  3571913"
"City Name:  coquimbo, City Number:  3893629"
"City Name:  margate, City Number:  2643044"
"City Name:  flinders, City Number:  6255012"
"City Name:  jinchang, City Number:  1805733"
City not found
"City Name:  dondo, City Number:  1024696"
City not found
"City Name:  coxim, City Number:  3465228"
"City Name:  basak, City Number:  1726500"
"City Name:  jiuquan, City Number:  1279945"
"City Name:  talnakh, City Number:  1490256"
"City Name:  nhulunbuy, City Number:  2064735"
"City Name:  cayenne, City Number:  3382160"
"City Name:  jinka, City Number:  333750"
"City Name:  barranca, City Number:  3946820"
"City Name:  jalu, City Number:  86049"
"City Name:  amahai, City Number:  1651591"
"City Name:  manadhoo, City Number:  1337618"
"City Name:  vila franca do campo, City Number:  3372472"
"City Name:  kentau, City Number:  1522751"
"City Name:  mazurivka, City Number:  706352"
"City Name:  lavrentiya, City Number:  4031637"
"City Name:  bethel, City Number:  5282297"
"City Name:  deputatskiy, City Number:  2028164"
"City Name:  port elizabeth, City Number:  964420"
"City Name:  gamba, City Number:  2400547"
"City Name:  mae ramat, City Number:  1152202"
"City Name:  lakes entrance, City Number:  2160735"
"City Name:  torbay, City Number:  6167817"
City not found
"City Name:  abha, City Number:  110690"
"City Name:  salalah, City Number:  286621"
"City Name:  villarrica, City Number:  3436714"
"City Name:  harper, City Number:  2276492"
"City Name:  apsheronsk, City Number:  581313"
"City Name:  moussoro, City Number:  2427336"
"City Name:  northam, City Number:  2641434"
"City Name:  mangochi, City Number:  927246"
"City Name:  the valley, City Number:  3573374"
"City Name:  georgetown, City Number:  1735106"
"City Name:  gimli, City Number:  5961417"
City not found
"City Name:  yeppoon, City Number:  2142316"
"City Name:  severo-kurilsk, City Number:  2121385"
"City Name:  ardesen, City Number:  751949"
"City Name:  caravelas, City Number:  3466980"
"City Name:  cherskiy, City Number:  2126199"
City not found
"City Name:  am timan, City Number:  245338"
"City Name:  trairi, City Number:  3386177"
City not found
"City Name:  kempsey, City Number:  2161658"
"City Name:  portland, City Number:  5746545"
"City Name:  sturgeon falls, City Number:  5952554"
"City Name:  mortka, City Number:  1498402"
"City Name:  hofn, City Number:  2630299"
"City Name:  belaya gora, City Number:  2126785"
"City Name:  muisne, City Number:  3653967"
"City Name:  moree, City Number:  2156927"
"City Name:  pinotepa nacional, City Number:  3516926"
"City Name:  kaliua, City Number:  158514"
"City Name:  goderich, City Number:  5962442"
"City Name:  buraydah, City Number:  107304"
"City Name:  emba, City Number:  609924"
City not found
"City Name:  wanning, City Number:  1791779"
"City Name:  cidreira, City Number:  3466165"
"City Name:  abalak, City Number:  1512223"
"City Name:  onalaska, City Number:  5265702"
"City Name:  meadow lake, City Number:  5478673"
"City Name:  lasa, City Number:  3175096"
"City Name:  catalina, City Number:  5288784"
"City Name:  sungurlu, City Number:  739236"
City not found
"City Name:  sistranda, City Number:  3139597"
City not found
"City Name:  iqaluit, City Number:  5983720"
"City Name:  santa rosa, City Number:  1687894"
"City Name:  tutoia, City Number:  3385899"
"City Name:  gambiran, City Number:  8070858"
"City Name:  new norfolk, City Number:  2155415"
"City Name:  tulsipur, City Number:  1282635"
"City Name:  rocha, City Number:  3440777"
"City Name:  te anau, City Number:  2181625"
"City Name:  chokwe, City Number:  1048364"
"City Name:  arraial do cabo, City Number:  3471451"
"City Name:  bhawanigarh, City Number:  1276026"
"City Name:  santa vitoria do palmar, City Number:  3449747"
"City Name:  uttarkashi, City Number:  1253628"
"City Name:  matara, City Number:  1235846"
"City Name:  ust-tsilma, City Number:  477940"
"City Name:  ponta do sol, City Number:  2264557"
"City Name:  sioux lookout, City Number:  6148373"
"City Name:  sao filipe, City Number:  3374210"
"City Name:  puerto maldonado, City Number:  3931470"
"City Name:  saint anthony, City Number:  5044290"
"City Name:  belgaum, City Number:  1276533"
"City Name:  sri aman, City Number:  1735799"
City not found
"City Name:  zhezkazgan, City Number:  1516589"
"City Name:  tura, City Number:  1254046"
City not found
"City Name:  lugovoy, City Number:  1521293"
"City Name:  colimes, City Number:  3658948"
"City Name:  lahan, City Number:  1283161"
"City Name:  coffs harbour, City Number:  2171085"
"City Name:  yamada, City Number:  2110560"
City not found
"City Name:  tourlaville, City Number:  2972270"
"City Name:  stephenville, City Number:  4734350"
"City Name:  saint george, City Number:  5546220"
"City Name:  beboto, City Number:  2435837"
"City Name:  lompoc, City Number:  5367788"
"City Name:  tsumeb, City Number:  3352593"
"City Name:  leshukonskoye, City Number:  535839"
"City Name:  ulladulla, City Number:  2145554"
"City Name:  norman wells, City Number:  6089245"
"City Name:  kruisfontein, City Number:  986717"
"City Name:  tahoua, City Number:  2439376"
"City Name:  pringsewu, City Number:  1630639"
"City Name:  rio claro, City Number:  3451234"
"City Name:  pampa, City Number:  5527953"
"City Name:  vila, City Number:  7117100"
"City Name:  aurillac, City Number:  3036016"
"City Name:  nara, City Number:  1855612"
"City Name:  kholodnyy, City Number:  2124611"
"City Name:  akyab, City Number:  1295765"
"City Name:  okakarara, City Number:  3354876"
"City Name:  lorengau, City Number:  2092164"
"City Name:  padang, City Number:  1633419"
"City Name:  pizhanka, City Number:  509184"
"City Name:  inirida, City Number:  3671450"
"City Name:  leningradskiy, City Number:  2123814"
"City Name:  lins, City Number:  3458494"
"City Name:  saint-louis, City Number:  2246451"
"City Name:  mattawa, City Number:  5802636"
"City Name:  beloha, City Number:  1067565"
"City Name:  dongsheng, City Number:  1812256"
"City Name:  inyonga, City Number:  159134"
"City Name:  jiayuguan, City Number:  1280957"
City not found
"City Name:  cassilandia, City Number:  3466750"
"City Name:  mehamn, City Number:  778707"
"City Name:  noumea, City Number:  2139521"
"City Name:  khani, City Number:  610864"
City not found
"City Name:  anadyr, City Number:  2127202"
"City Name:  mezen, City Number:  527321"
"City Name:  ampanihy, City Number:  1078553"
"City Name:  vidim, City Number:  2013406"
"City Name:  tucumcari, City Number:  5495360"
"City Name:  jumla, City Number:  1283285"
"City Name:  manosque, City Number:  2996180"
"City Name:  kahului, City Number:  5847411"
City not found
"City Name:  half moon bay, City Number:  5354943"
"City Name:  wigston, City Number:  2644667"
"City Name:  kosh-agach, City Number:  1502422"
"City Name:  san juan, City Number:  3837213"
"City Name:  pevek, City Number:  2122090"
"City Name:  benjamin constant, City Number:  3665016"
"City Name:  samarai, City Number:  2132606"
"City Name:  soe, City Number:  1626703"
"City Name:  vega de alatorre, City Number:  3514843"
"City Name:  dingle, City Number:  1714733"
City not found
"City Name:  tera, City Number:  2438855"
"City Name:  port blair, City Number:  1259385"
"City Name:  kainantu, City Number:  2095038"
"City Name:  tocopilla, City Number:  3869716"
"City Name:  ketchikan, City Number:  5554428"
"City Name:  eureka, City Number:  5563397"
"City Name:  pelotas, City Number:  3454244"
"City Name:  vitim, City Number:  2013375"
"City Name:  islahiye, City Number:  311104"
"City Name:  san andres, City Number:  3670218"
"City Name:  manaure, City Number:  3675504"
"City Name:  lucapa, City Number:  145724"
"City Name:  dillon, City Number:  4576653"
"City Name:  san nicolas, City Number:  1688859"
"City Name:  mahuta, City Number:  878121"
"City Name:  port lincoln, City Number:  2063036"
"City Name:  makakilo city, City Number:  5850554"
"City Name:  luba, City Number:  2309528"
"City Name:  shelopugino, City Number:  2016757"
"City Name:  mino, City Number:  1857046"
"City Name:  meulaboh, City Number:  1214488"
"City Name:  inhambane, City Number:  1045114"
City not found
"City Name:  sitka, City Number:  5557293"
"City Name:  lashio, City Number:  1314759"
"City Name:  kristiansund, City Number:  6453331"
"City Name:  trinidad, City Number:  3902377"
"City Name:  daultala, City Number:  1180379"
"City Name:  bilibino, City Number:  2126682"
"City Name:  shepsi, City Number:  494846"
"City Name:  warwick, City Number:  5225507"
"City Name:  chaman, City Number:  1181611"
"City Name:  mayo, City Number:  4362001"
"City Name:  matay, City Number:  352628"
"City Name:  deer lake, City Number:  5937252"
"City Name:  issoire, City Number:  3012664"
"City Name:  bouca, City Number:  2387890"
"City Name:  urumqi, City Number:  1529102"
"City Name:  kalia, City Number:  1185272"
"City Name:  republic, City Number:  4405434"
"City Name:  ferrol, City Number:  3123493"
"City Name:  garowe, City Number:  58933"
City not found
"City Name:  svetlaya, City Number:  2015852"
"City Name:  calabozo, City Number:  3647444"
"City Name:  dawei, City Number:  1293625"
"City Name:  dhidhdhoo, City Number:  1337612"
"City Name:  tevaitoa, City Number:  4033375"
"City Name:  banda aceh, City Number:  1215502"
"City Name:  champasak, City Number:  1657818"
"City Name:  ermioni, City Number:  262607"
"City Name:  beira, City Number:  1052373"
"City Name:  haines junction, City Number:  5969025"
"City Name:  marsa matruh, City Number:  352733"
"City Name:  bara, City Number:  2347758"
"City Name:  hirara, City Number:  1862505"
"City Name:  shakawe, City Number:  933077"
"City Name:  adrar, City Number:  2381972"
"City Name:  hoi an, City Number:  1580541"
"City Name:  pahrump, City Number:  5509851"
"City Name:  huntingdon, City Number:  2646393"
"City Name:  donskoye, City Number:  565289"
"City Name:  college, City Number:  5859699"
"City Name:  miajadas, City Number:  2513893"
"City Name:  sao borja, City Number:  3449340"
"City Name:  ust-nera, City Number:  2120048"
"City Name:  fare, City Number:  4034496"
City not found
"City Name:  zvishavane, City Number:  878549"
"City Name:  bazarnyye mataki, City Number:  578467"
"City Name:  wanaka, City Number:  2184707"
"City Name:  mayor pablo lagerenza, City Number:  3867427"
"City Name:  utraula, City Number:  1253638"
"City Name:  chambas, City Number:  3564394"
"City Name:  nago, City Number:  1856068"
"City Name:  lumby, City Number:  6061958"
"City Name:  miraflores, City Number:  3761194"
"City Name:  lerwick, City Number:  2644605"
"City Name:  ballina, City Number:  2177069"
"City Name:  tual, City Number:  1623197"
"City Name:  zuwarah, City Number:  2208425"
"City Name:  la roche-sur-yon, City Number:  3006767"
"City Name:  berbera, City Number:  64435"
"City Name:  hammerfest, City Number:  779683"
"City Name:  yerbogachen, City Number:  2012956"
"City Name:  huilong, City Number:  1806840"
"City Name:  bay roberts, City Number:  5895424"
"City Name:  zhangye, City Number:  1785036"
"City Name:  cortland, City Number:  5113792"
"City Name:  belmonte, City Number:  3470137"
"City Name:  chantada, City Number:  3125212"
City not found
"City Name:  neyshabur, City Number:  122285"
"City Name:  forestville, City Number:  4355274"
"City Name:  tazovskiy, City Number:  1489853"
"City Name:  garissa, City Number:  197745"
"City Name:  srinivaspur, City Number:  1255631"
"City Name:  donegal, City Number:  2964752"
"City Name:  mnogovershinnyy, City Number:  2019935"
"City Name:  mathbaria, City Number:  1185239"
"City Name:  faanui, City Number:  4034551"
"City Name:  villa maria, City Number:  3832694"
"City Name:  santa cruz, City Number:  3904906"
"City Name:  brigantine, City Number:  4500920"
"City Name:  tibu, City Number:  3667202"
"City Name:  sangar, City Number:  2017215"
"City Name:  fukuma, City Number:  1863978"
"City Name:  napier, City Number:  2186313"
"City Name:  adelaide, City Number:  2078025"
"City Name:  qaqortoq, City Number:  3420846"
"City Name:  lewistown, City Number:  5197850"
"City Name:  tampere, City Number:  634964"
"City Name:  george, City Number:  1002145"
"City Name:  verkhoyansk, City Number:  2013465"
"City Name:  shingu, City Number:  1847947"
"City Name:  kuminskiy, City Number:  1501429"
"City Name:  kidal, City Number:  2455290"
"City Name:  itupiranga, City Number:  3397851"
"City Name:  rafsanjan, City Number:  118994"
"City Name:  ponca city, City Number:  4548267"
"City Name:  stonewall, City Number:  6157355"
"City Name:  kismayo, City Number:  55671"
"City Name:  kara-tyube, City Number:  797725"
City not found
"City Name:  bang saphan, City Number:  1157662"
"City Name:  alta floresta, City Number:  6316343"
"City Name:  murray bridge, City Number:  2065176"
"City Name:  kieta, City Number:  2094027"
"City Name:  rasskazovo, City Number:  502793"
"City Name:  rawson, City Number:  3839307"
"City Name:  urusha, City Number:  2014078"
"City Name:  havre-saint-pierre, City Number:  5972291"
"City Name:  phalombe, City Number:  924206"
"City Name:  liverpool, City Number:  2644210"
"City Name:  pocone, City Number:  3453315"
"City Name:  sydney, City Number:  2147714"
"City Name:  kjollefjord, City Number:  779261"
"City Name:  simbahan, City Number:  1695180"
"City Name:  kon tum, City Number:  1578500"
"City Name:  shenjiamen, City Number:  1795632"
"City Name:  huicheng, City Number:  1806881"
"City Name:  tumpat, City Number:  1736356"
"City Name:  kaduna, City Number:  2335727"
"City Name:  urengoy, City Number:  1488414"
"City Name:  hermosillo, City Number:  4004898"
"City Name:  kandrian, City Number:  2094746"
"City Name:  voh, City Number:  2137748"
"City Name:  asfi, City Number:  2537881"
"City Name:  bodden town, City Number:  3580733"
"City Name:  bafq, City Number:  142255"
"City Name:  muzhi, City Number:  1498161"
"City Name:  itaituba, City Number:  3397967"
"City Name:  banff, City Number:  5892532"
"City Name:  hailar, City Number:  2037078"
"City Name:  katherine, City Number:  2068655"
"City Name:  juneau, City Number:  5554072"
"City Name:  guadalupe y calvo, City Number:  4005370"
"City Name:  ialibu, City Number:  2095925"
"City Name:  kushima, City Number:  1895695"
"City Name:  hommelvik, City Number:  3151942"
"City Name:  manokwari, City Number:  1636308"
"City Name:  witham, City Number:  2633749"
City not found
"City Name:  acapulco, City Number:  3533462"
"City Name:  rupert, City Number:  5606000"
"City Name:  north myrtle beach, City Number:  4589446"
"City Name:  wanlaweyn, City Number:  50672"
"City Name:  buin, City Number:  3897774"
"City Name:  kayerkan, City Number:  1497337"
"City Name:  norman, City Number:  4543762"
"City Name:  atambua, City Number:  1651103"
"City Name:  miracema do tocantins, City Number:  3384937"
"City Name:  namatanai, City Number:  2090021"
"City Name:  avera, City Number:  4231997"
"City Name:  marawi, City Number:  1701054"
"City Name:  cao bang, City Number:  1586185"
"City Name:  amuntai, City Number:  1651461"
"City Name:  novyy urengoy, City Number:  1496511"
"City Name:  coari, City Number:  3664539"
"City Name:  promyshlennaya, City Number:  1494091"
"City Name:  sabla, City Number:  2349431"
"City Name:  ibra, City Number:  287832"
"City Name:  beringovskiy, City Number:  2126710"
"City Name:  sal rei, City Number:  3374235"
"City Name:  port hedland, City Number:  2063042"
"City Name:  barraute, City Number:  5894033"
"City Name:  mikkeli, City Number:  646006"
"City Name:  naantali, City Number:  645212"
"City Name:  mocuba, City Number:  1024312"
"City Name:  mantua, City Number:  3174050"
City not found
"City Name:  srandakan, City Number:  1626493"
"City Name:  porto novo, City Number:  2392087"
"City Name:  geraldton, City Number:  2070998"
"City Name:  karpathos, City Number:  260895"
"City Name:  poum, City Number:  2138555"
"City Name:  kamen-rybolov, City Number:  2023226"
"City Name:  kotido, City Number:  230617"
"City Name:  belle fourche, City Number:  5762718"
"City Name:  wilmington, City Number:  4499379"
"City Name:  comodoro rivadavia, City Number:  3860443"
"City Name:  monrovia, City Number:  2274895"
"City Name:  elizabeth city, City Number:  4465088"
"City Name:  hobyo, City Number:  57000"
City not found
"City Name:  yeniseysk, City Number:  1485997"
"City Name:  melchor de mencos, City Number:  3598131"
"City Name:  pangai, City Number:  4032369"
"City Name:  warman, City Number:  6176226"
"City Name:  agadez, City Number:  2448083"
City not found
"City Name:  san miguel, City Number:  3583446"
"City Name:  sheridan, City Number:  5838199"
City not found
"City Name:  touros, City Number:  3386213"
"City Name:  pandamatenga, City Number:  933178"
"City Name:  general roca, City Number:  3855065"
"City Name:  sawtell, City Number:  2150163"
"City Name:  abu samrah, City Number:  172515"
"City Name:  sigli, City Number:  1213821"
"City Name:  coos bay, City Number:  5720495"
"City Name:  chara, City Number:  2025630"
"City Name:  bambanglipuro, City Number:  1650434"
"City Name:  sagarejo, City Number:  612230"
"City Name:  sibenik, City Number:  3190941"
"City Name:  amberley, City Number:  4505215"
"City Name:  bossangoa, City Number:  2388036"
"City Name:  kabarnet, City Number:  195821"
"City Name:  ahipara, City Number:  2194098"
"City Name:  vytegra, City Number:  469960"
"City Name:  wick, City Number:  2633982"
"City Name:  altus, City Number:  4529292"
"City Name:  dali, City Number:  1814093"
"City Name:  rongcheng, City Number:  1797117"
"City Name:  novonukutskiy, City Number:  2015469"
"City Name:  tabou, City Number:  2281120"
"City Name:  oistins, City Number:  3373652"
"City Name:  lanzhou, City Number:  1804430"
"City Name:  iralaya, City Number:  3608828"
"City Name:  christchurch, City Number:  2192362"
"City Name:  aasiaat, City Number:  3424901"
